post_id,slug,name,issue_type,image_src,detail,current_value
6984dbaa7f29a9900a1b8b1c,a-16-year-old-filmmaker-spent-a-year-documenting-homeschoolers-heres-what-he-found,A 16-Year-Old Filmmaker Spent a Year Documenting Homeschoolers. Here's What He Found.,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6984dbaf60dcef118caff764_Mason%20thumbnail.png,PNG extension - may contain JPEG data (common Gemini issue),6984dbaf60dcef118caff764_Mason%20thumbnail.png
6983a64102230760f4da31d8,can-parents-be-trusted-with-their-kids-education,Can parents be trusted with their kids' education?,meta_description_long,,"Summary is 189 chars (aim for 120-160, will be truncated)",There's a questioning impulse hiding under a lot of today's education coverage. ...
6983a64102230760f4da31d8,can-parents-be-trusted-with-their-kids-education,Can parents be trusted with their kids' education?,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6983a6ce71baf50ac58ab0ea_Blog%20Post%20Thumbnail%20(64).png,PNG extension - may contain JPEG data (common Gemini issue),6983a6ce71baf50ac58ab0ea_Blog%20Post%20Thumbnail%20(64).png
69839fd64d38fc1fe12c9a90,competency-based-education,What Is Competency-Based Education? Why School Was Never Designed for Your Kid,meta_description_long,,"Summary is 180 chars (aim for 120-160, will be truncated)",Horace Mann imported a Prussian military model in 1837 and called it public scho...
69839fd64d38fc1fe12c9a90,competency-based-education,What Is Competency-Based Education? Why School Was Never Designed for Your Kid,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/69839fd64d38fc1fe12c9a82_69839d7b61f7a7f954916e55_cbe-thumbnail-schoolhouse.png,PNG extension - may contain JPEG data (common Gemini issue),69839fd64d38fc1fe12c9a82_69839d7b61f7a7f954916e55_cbe-thumbnail-schoolhouse.png
69839fd64d38fc1fe12c9a90,competency-based-education,What Is Competency-Based Education? Why School Was Never Designed for Your Kid,missing_dimensions,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/69856e6a6a60aa3061b31eae_69839d7b5997716,Image #1 missing width/height (causes CLS),w= h=
69839fd64d38fc1fe12c9a90,competency-based-education,What Is Competency-Based Education? Why School Was Never Designed for Your Kid,hero_lazy_loading,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/69856e6a6a60aa3061b31eae_69839d7b5997716,First image uses loading='lazy' (should be eager for LCP),loading=lazy
69839fd64d38fc1fe12c9a90,competency-based-education,What Is Competency-Based Education? Why School Was Never Designed for Your Kid,missing_dimensions,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/69856e6a6a60aa3061b31eb2_69839d7c5997716,Image #2 missing width/height (causes CLS),w= h=
6983924807f74a5f5d58df40,maria-montessori,Maria Montessori and the Family Secret That Shaped Her Legacy,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6983987007f74a5f5d5b0629_6983985497452a91a82c11c2_montessori-tribute-thumbnail.png,PNG extension - may contain JPEG data (common Gemini issue),6983987007f74a5f5d5b0629_6983985497452a91a82c11c2_montessori-tribute-thumbnail.png
69839246582383240746d6bc,peter-gray,Why Play Matters in Education: Peter Gray's Research on How Children Learn,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/69839246582383240746d6b6_6983923e00e53bd9679fddaa_peter-gray-profile.png,PNG extension - may contain JPEG data (common Gemini issue),69839246582383240746d6b6_6983923e00e53bd9679fddaa_peter-gray-profile.png
69839246582383240746d6bc,peter-gray,Why Play Matters in Education: Peter Gray's Research on How Children Learn,missing_dimensions,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6983986e97452a91a82c291c_6983985095f23d8,Image #1 missing width/height (causes CLS),w= h=
69839246582383240746d6bc,peter-gray,Why Play Matters in Education: Peter Gray's Research on How Children Learn,hero_lazy_loading,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6983986e97452a91a82c291c_6983985095f23d8,First image uses loading='lazy' (should be eager for LCP),loading=lazy
697bbf23681286546825ecdc,ixl-vs-exact-path,IXL vs Exact Path: What OpenEd Teachers Actually Recommend,thumbnail_timestamp_name,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/697bbf65a4a3724f640fa39e_697bbf223c348338e9a99495_thumbnail_20260129_112742_gen_pro.png,Timestamp-based filename: 697bbf65a4a3724f640fa39e_697bbf223c348338e9a99495_thumbnail_20260129_112742_gen_pro.png,697bbf65a4a3724f640fa39e_697bbf223c348338e9a99495_thumbnail_20260129_112742_gen_pro.png
697bbf23681286546825ecdc,ixl-vs-exact-path,IXL vs Exact Path: What OpenEd Teachers Actually Recommend,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/697bbf65a4a3724f640fa39e_697bbf223c348338e9a99495_thumbnail_20260129_112742_gen_pro.png,PNG extension - may contain JPEG data (common Gemini issue),697bbf65a4a3724f640fa39e_697bbf223c348338e9a99495_thumbnail_20260129_112742_gen_pro.png
697bbf213a058d27011d1027,saxon-math-vs-math-u-see,Saxon Math vs Math-U-See: Which Is Right for Your Family?,thumbnail_timestamp_name,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/697bbf6231e5ca7129c4001a_697bbf215b96c47e38cbda92_thumbnail_20260129_112720_gen_pro.png,Timestamp-based filename: 697bbf6231e5ca7129c4001a_697bbf215b96c47e38cbda92_thumbnail_20260129_112720_gen_pro.png,697bbf6231e5ca7129c4001a_697bbf215b96c47e38cbda92_thumbnail_20260129_112720_gen_pro.png
697bbf213a058d27011d1027,saxon-math-vs-math-u-see,Saxon Math vs Math-U-See: Which Is Right for Your Family?,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/697bbf6231e5ca7129c4001a_697bbf215b96c47e38cbda92_thumbnail_20260129_112720_gen_pro.png,PNG extension - may contain JPEG data (common Gemini issue),697bbf6231e5ca7129c4001a_697bbf215b96c47e38cbda92_thumbnail_20260129_112720_gen_pro.png
697bbf203c348338e9a993e7,khan-academy-vs-ixl,Khan Academy vs IXL: Honest Comparison for Homeschool Math,meta_description_long,,"Summary is 163 chars (aim for 120-160, will be truncated)",Khan Academy is free. IXL has thousands of skills. Which is actually better for ...
697bbf203c348338e9a993e7,khan-academy-vs-ixl,Khan Academy vs IXL: Honest Comparison for Homeschool Math,thumbnail_timestamp_name,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/697bbf606345c09ca86fc4a3_697bbf20575c0aa55c42edcf_thumbnail_20260129_112654_gen_pro.png,Timestamp-based filename: 697bbf606345c09ca86fc4a3_697bbf20575c0aa55c42edcf_thumbnail_20260129_112654_gen_pro.png,697bbf606345c09ca86fc4a3_697bbf20575c0aa55c42edcf_thumbnail_20260129_112654_gen_pro.png
697bbf203c348338e9a993e7,khan-academy-vs-ixl,Khan Academy vs IXL: Honest Comparison for Homeschool Math,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/697bbf606345c09ca86fc4a3_697bbf20575c0aa55c42edcf_thumbnail_20260129_112654_gen_pro.png,PNG extension - may contain JPEG data (common Gemini issue),697bbf606345c09ca86fc4a3_697bbf20575c0aa55c42edcf_thumbnail_20260129_112654_gen_pro.png
697bbf1fc80c845945e64a37,montessori-vs-reggio-emilia,Montessori vs Reggio Emilia: What Parents Should Know,meta_description_long,,"Summary is 166 chars (aim for 120-160, will be truncated)",Compare Montessori and Reggio Emilia approaches to early childhood education. Le...
697bbf1fc80c845945e64a37,montessori-vs-reggio-emilia,Montessori vs Reggio Emilia: What Parents Should Know,thumbnail_timestamp_name,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/697bbf5d59918f9a79721b64_697bbf1e681286546825e9a0_thumbnail_20260129_120350_gen_pro.png,Timestamp-based filename: 697bbf5d59918f9a79721b64_697bbf1e681286546825e9a0_thumbnail_20260129_120350_gen_pro.png,697bbf5d59918f9a79721b64_697bbf1e681286546825e9a0_thumbnail_20260129_120350_gen_pro.png
697bbf1fc80c845945e64a37,montessori-vs-reggio-emilia,Montessori vs Reggio Emilia: What Parents Should Know,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/697bbf5d59918f9a79721b64_697bbf1e681286546825e9a0_thumbnail_20260129_120350_gen_pro.png,PNG extension - may contain JPEG data (common Gemini issue),697bbf5d59918f9a79721b64_697bbf1e681286546825e9a0_thumbnail_20260129_120350_gen_pro.png
697bbf1e05a9f64dbf85e913,waldorf-vs-montessori,Waldorf vs Montessori: A Parent's Guide,meta_description_long,,"Summary is 182 chars (aim for 120-160, will be truncated)","Comparing Waldorf and Montessori? Understand the real differences - philosophy, ..."
697bbf1e05a9f64dbf85e913,waldorf-vs-montessori,Waldorf vs Montessori: A Parent's Guide,thumbnail_timestamp_name,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/697bbf5aa4a3724f640f9cee_697bbf1da4a064c5db64def6_thumbnail-final_20260128_213719_edit_pro.png,Timestamp-based filename: 697bbf5aa4a3724f640f9cee_697bbf1da4a064c5db64def6_thumbnail-final_20260128_213719_edit_pro.png,697bbf5aa4a3724f640f9cee_697bbf1da4a064c5db64def6_thumbnail-final_20260128_213719_edit_pro.png
697bbf1e05a9f64dbf85e913,waldorf-vs-montessori,Waldorf vs Montessori: A Parent's Guide,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/697bbf5aa4a3724f640f9cee_697bbf1da4a064c5db64def6_thumbnail-final_20260128_213719_edit_pro.png,PNG extension - may contain JPEG data (common Gemini issue),697bbf5aa4a3724f640f9cee_697bbf1da4a064c5db64def6_thumbnail-final_20260128_213719_edit_pro.png
697ba8719b915abd72284fb4,joshua-fields-millburn-the-minimalists-guide-to-education,Joshua Fields Millburn: A Minimalist's Guide to Education,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/697bc7dfa472c65fce547df5_Screenshot%202026-01-29%20at%2012.49.32%E2%80%AFPM.png,PNG extension - may contain JPEG data (common Gemini issue),697bc7dfa472c65fce547df5_Screenshot%202026-01-29%20at%2012.49.32%E2%80%AFPM.png
697a722c68ffe60dd17e1b64,project-based-learning,Project-Based Learning: A Practical Guide for Homeschool Families,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/697a74c068ffe60dd17f0a68_697a71d2293349c010c99d74_pbl-thumbnail-treehouse.png,PNG extension - may contain JPEG data (common Gemini issue),697a74c068ffe60dd17f0a68_697a71d2293349c010c99d74_pbl-thumbnail-treehouse.png
697a722c68ffe60dd17e1b64,project-based-learning,Project-Based Learning: A Practical Guide for Homeschool Families,hero_lazy_loading,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/697a7506905c97e949bec4c7_697a71d372a17ec,First image uses loading='lazy' (should be eager for LCP),loading=lazy
697a17db0a6f7251f0517d18,what-the-ancient-greeks-knew-about-screen-addiction,What the ancient Greeks knew about screen addiction,meta_description_long,,"Summary is 165 chars (aim for 120-160, will be truncated)",His daughter had stomach aches every morning. Anxiety about being forced to read...
697a17db0a6f7251f0517d18,what-the-ancient-greeks-knew-about-screen-addiction,What the ancient Greeks knew about screen addiction,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/697a17d4d635091c1cbed75d_Blog%20Post%20Thumbnail%20(63).png,PNG extension - may contain JPEG data (common Gemini issue),697a17d4d635091c1cbed75d_Blog%20Post%20Thumbnail%20(63).png
697a17db0a6f7251f0517d18,what-the-ancient-greeks-knew-about-screen-addiction,What the ancient Greeks knew about screen addiction,missing_alt_text,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/697a17da0a6f7251f0517cf2_pleonexia-wotd_,Image #1 has no alt text,
697a17db0a6f7251f0517d18,what-the-ancient-greeks-knew-about-screen-addiction,What the ancient Greeks knew about screen addiction,timestamp_filename,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/697a17da0a6f7251f0517cf2_pleonexia-wotd_,Image #1 has timestamp-based filename,697a17da0a6f7251f0517cf2_pleonexia-wotd_20260127_121135_gen_pro-png.jpeg
6973d4d3d6973e607509d3ea,opened-weekly-modern-apprenticeship,OpenEd Weekly: The Modern Apprenticeship,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6973d9320a8024231c80ef98_Blog%20Post%20Thumbnail%20(62).png,PNG extension - may contain JPEG data (common Gemini issue),6973d9320a8024231c80ef98_Blog%20Post%20Thumbnail%20(62).png
6973d4d3d6973e607509d3ea,opened-weekly-modern-apprenticeship,OpenEd Weekly: The Modern Apprenticeship,hero_lazy_loading,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6973e756c8509c262a36e793_Screenshot%2020,First image uses loading='lazy' (should be eager for LCP),loading=lazy
6973ba66baa7f67631a9093c,apprenticeships-cte-guide,"Apprenticeships, CTE, and Real-World Learning for Teens: A Practical Guide (2026)",thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6973ba66baa7f67631a908fd_6973b9d445a4dbfea6362bca_apprenticeship-first-dollar-workbench.png,PNG extension - may contain JPEG data (common Gemini issue),6973ba66baa7f67631a908fd_6973b9d445a4dbfea6362bca_apprenticeship-first-dollar-workbench.png
6973ba66baa7f67631a9093c,apprenticeships-cte-guide,"Apprenticeships, CTE, and Real-World Learning for Teens: A Practical Guide (2026)",missing_dimensions,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6973da38ceba911d103b7eda_Screenshot%2020,Image #1 missing width/height (causes CLS),w= h=
6973ba66baa7f67631a9093c,apprenticeships-cte-guide,"Apprenticeships, CTE, and Real-World Learning for Teens: A Practical Guide (2026)",hero_lazy_loading,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6973da38ceba911d103b7eda_Screenshot%2020,First image uses loading='lazy' (should be eager for LCP),loading=lazy
69722416686ecf3c6b17f496,why-her-kids-choose-books-over-screens,Why her kids choose books over screens,meta_description_long,,"Summary is 189 chars (aim for 120-160, will be truncated)",Janssen Bradshaw (@everydayreading) makes her living on her phone. But she made ...
69722416686ecf3c6b17f496,why-her-kids-choose-books-over-screens,Why her kids choose books over screens,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6972255af798bf545fe5d5c8_Blog%20Post%20Thumbnail%20(61).png,PNG extension - may contain JPEG data (common Gemini issue),6972255af798bf545fe5d5c8_Blog%20Post%20Thumbnail%20(61).png
6967fb0c1f6ba4d3652f0f03,charlotte-mason,The Charlotte Mason Method: A Practical Homeschool Guide,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6967fb0c1f6ba4d3652f0ef6_6967f8f706b81d4e993466e4_charlotte-mason-teacup-forest.png,PNG extension - may contain JPEG data (common Gemini issue),6967fb0c1f6ba4d3652f0ef6_6967f8f706b81d4e993466e4_charlotte-mason-teacup-forest.png
6967fb0c1f6ba4d3652f0f03,charlotte-mason,The Charlotte Mason Method: A Practical Homeschool Guide,hero_lazy_loading,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/696803b18526c6c35aee9b1a_69680078fa692b6,First image uses loading='lazy' (should be eager for LCP),loading=lazy
6967d72d7a9c958f4d24505b,a-day-in-the-life-of-an-accidental-homeschooler-krisy-shaughnessy,A Day in the Life of an Accidental Homeschooler: Krisy Shaughnessy,meta_description_long,,"Summary is 204 chars (aim for 120-160, will be truncated)",Krisy shares how home renovations in 2020 led her family to homeschooling. Disco...
6967d72d7a9c958f4d24505b,a-day-in-the-life-of-an-accidental-homeschooler-krisy-shaughnessy,A Day in the Life of an Accidental Homeschooler: Krisy Shaughnessy,thumbnail_possible_format_mismatch,https://cdn.prod.website-files.com/67e31168e49f5b7e6f76f0e5/6967d87a2a79bd14a35fda7a_Krisy%20%232.png,PNG extension - may contain JPEG data (common Gemini issue),6967d87a2a79bd14a35fda7a_Krisy%20%232.png
